url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,1333,956
/aws-samples/aws-customer-playbook-framework/tree/main/docs,833,245
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,614,219
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,259,91
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,232,89
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,220,82
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,180,64
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,174,61
/aws-samples/aws-customer-playbook-framework/tree/main,153,79
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,143,60
