url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,233,108
/aws-samples/aws-customer-playbook-framework/pulls,82,14
/aws-samples/aws-customer-playbook-framework/issues,73,13
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,65,51
/aws-samples/aws-customer-playbook-framework/tree/main/docs,64,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,29,23
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,26,18
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,22,19
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,19,14
/aws-samples/aws-customer-playbook-framework/tree/main/docs/ja,14,11
