url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,567,275
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,267,170
/aws-samples/aws-customer-playbook-framework/tree/main/docs,186,120
/aws-samples/aws-customer-playbook-framework/pulls,147,8
/aws-samples/aws-customer-playbook-framework/blob/main/LICENSE-SAMPLECODE,82,6
/aws-samples/aws-customer-playbook-framework/blob/main/LICENSE-SUMMARY,81,6
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,76,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,73,46
/aws-samples/aws-customer-playbook-framework/actions,71,6
/aws-samples/aws-customer-playbook-framework/activity,71,6
