url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,431,291
/aws-samples/aws-customer-playbook-framework/tree/main/docs,259,149
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,247,148
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,79,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,52,30
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,51,26
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,45,33
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,45,25
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,37,28
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,36,27
