url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,519,226
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,192,134
/aws-samples/aws-customer-playbook-framework/pulls,172,11
/aws-samples/aws-customer-playbook-framework/tree/main/docs,169,118
/aws-samples/aws-customer-playbook-framework/blob/main/LICENSE-SAMPLECODE,117,4
/aws-samples/aws-customer-playbook-framework/blob/main/LICENSE-SUMMARY,117,4
/aws-samples/aws-customer-playbook-framework/blob/main/LICENSE,116,4
/aws-samples/aws-customer-playbook-framework/tree/main/docs/es,67,11
/aws-samples/aws-customer-playbook-framework/tree/main/docs/ja,66,12
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,63,44
