url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,763,237
/aws-samples/aws-customer-playbook-framework/tree/main/docs,488,155
/aws-samples/aws-customer-playbook-framework,424,313
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,165,60
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,137,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,130,51
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,130,42
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,126,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Development_Guide.md,114,40
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,106,41
