url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,430,143
/aws-samples/aws-customer-playbook-framework/tree/main/docs,412,121
/aws-samples/aws-customer-playbook-framework,359,278
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,205,66
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,144,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,133,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,129,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,125,53
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Cryptojacking.md,109,39
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,106,42
