url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,483,240
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,300,148
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,170,60
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,170,57
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,163,56
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,163,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,151,50
/aws-samples/aws-customer-playbook-framework/tree/main/docs,148,100
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,145,40
/aws-samples/aws-customer-playbook-framework/blob/main/docs/AWS_Help.md,143,40
