url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,576,370
/aws-samples/aws-customer-playbook-framework/tree/main/docs,485,132
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,441,154
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,188,62
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,147,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,132,42
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,109,41
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,95,35
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,84,31
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,81,35
