url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,522,193
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,331,102
/aws-samples/aws-customer-playbook-framework/tree/main/docs,256,75
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,143,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,130,33
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,126,34
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,105,31
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Code_Exposure.md,100,21
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,92,24
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,91,34
