url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,238,148
/aws-samples/aws-customer-playbook-framework/tree/main/docs,127,63
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,111,72
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,51,33
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,40,30
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,21,16
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,20,12
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,19,16
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,19,12
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,17,15
