url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,254,177
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,122,86
/aws-samples/aws-customer-playbook-framework/tree/main/docs,92,61
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,48,38
/aws-samples/aws-customer-playbook-framework/tree/main,39,29
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,33,25
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,32,28
/aws-samples/aws-customer-playbook-framework/pulls,30,11
/aws-samples/aws-customer-playbook-framework/tree/main/detections,25,22
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,25,19
