url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,455,242
/aws-samples/aws-customer-playbook-framework,426,262
/aws-samples/aws-customer-playbook-framework/tree/main/docs,200,135
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,178,64
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,164,57
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,162,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,159,48
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,154,39
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Bedrock_Response.md,148,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,147,41
