url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,236,114
/aws-samples/aws-customer-playbook-framework/pulls,132,12
/aws-samples/aws-customer-playbook-framework/issues,78,11
/aws-samples/aws-customer-playbook-framework/tree/main/docs,69,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,61,40
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,36,28
/aws-samples/aws-customer-playbook-framework/actions,23,3
/aws-samples/aws-customer-playbook-framework/tree/main,21,16
/aws-samples/aws-customer-playbook-framework/pull/23,20,6
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,19,17
