url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,535,204
/aws-samples/aws-customer-playbook-framework/tree/main/docs,272,208
/aws-samples/aws-customer-playbook-framework/pulls,218,13
/aws-samples/aws-customer-playbook-framework/forks,150,10
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,107,78
/aws-samples/aws-customer-playbook-framework/issues,64,11
/aws-samples/aws-customer-playbook-framework/graphs/commit-activity,60,10
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,55,51
/aws-samples/aws-customer-playbook-framework/stargazers,53,11
/aws-samples/aws-customer-playbook-framework/tree/main,37,24
