url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,357,250
/aws-samples/aws-customer-playbook-framework/tree/main/docs,130,94
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,118,95
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,38,32
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,32,19
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,26,21
/aws-samples/aws-customer-playbook-framework/tree/main/docs/es,23,13
/aws-samples/aws-customer-playbook-framework/blob/main/docs/rationalization_of_security_incident_handling.md,20,18
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,18,18
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,17,13
