url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,476,239
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,269,166
/aws-samples/aws-customer-playbook-framework/tree/main/docs,166,104
/aws-samples/aws-customer-playbook-framework/pulls,132,8
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,95,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,88,38
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,83,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,82,37
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Code_Exposure.md,81,31
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,73,41
