url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,308,215
/aws-samples/aws-customer-playbook-framework/tree/main/docs,150,84
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,110,86
/aws-samples/aws-customer-playbook-framework/pulls,67,17
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,58,36
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,57,41
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,52,34
/aws-samples/aws-customer-playbook-framework/issues,47,14
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,37,26
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Bedrock_Response.md,37,25
