url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,837,273
/aws-samples/aws-customer-playbook-framework/tree/main/docs,585,178
/aws-samples/aws-customer-playbook-framework,444,325
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,197,74
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,165,63
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,154,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,149,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,142,48
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Development_Guide.md,121,41
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,118,45
