url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,473,296
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,243,133
/aws-samples/aws-customer-playbook-framework/tree/main/docs,237,142
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,67,48
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,48,36
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,43,35
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Unauthorized_Network_Changes.md,32,27
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,30,23
/aws-samples/aws-customer-playbook-framework/tree/main/docs/es,30,21
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,24,19
