url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,216,107
/aws-samples/aws-customer-playbook-framework/tree/main/docs,90,39
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,64,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,18,12
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,15,11
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,13,11
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,12,11
/aws-samples/aws-customer-playbook-framework/tree/main/.github/workflows,10,8
/aws-samples/aws-customer-playbook-framework/tree/github-repo-stats,9,4
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Cryptojacking.md,8,6
