url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,424,298
/aws-samples/aws-customer-playbook-framework/tree/main/docs,239,149
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,233,128
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,53,38
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,49,38
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,46,35
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,39,28
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,35,24
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Development_Guide.md,35,17
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,33,22
