url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,479,309
/aws-samples/aws-customer-playbook-framework/tree/main/docs,339,153
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,306,141
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,108,40
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,77,34
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,66,43
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,58,27
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,53,31
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,52,32
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,45,23
