url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/tree/main/docs,504,136
/aws-samples/aws-customer-playbook-framework,473,330
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,415,144
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,194,63
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,166,58
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,151,51
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,134,43
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,125,46
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,94,37
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,87,38
