url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,521,291
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,401,206
/aws-samples/aws-customer-playbook-framework/tree/main/docs,214,147
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,177,55
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,172,63
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,165,59
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,156,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,152,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,146,46
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,142,43
