url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,1233,404
/aws-samples/aws-customer-playbook-framework/tree/main/docs,713,236
/aws-samples/aws-customer-playbook-framework,673,317
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,301,78
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,262,87
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,253,71
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,211,70
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,176,69
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Code_Exposure.md,153,41
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,145,48
