url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,745,231
/aws-samples/aws-customer-playbook-framework/tree/main/docs,600,176
/aws-samples/aws-customer-playbook-framework,498,340
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,360,105
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,303,66
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,296,58
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,248,62
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,231,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,223,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,212,50
