url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,531,376
/aws-samples/aws-customer-playbook-framework/tree/main/docs,496,145
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,461,168
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,130,52
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,110,38
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,102,37
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,93,39
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,92,40
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,92,34
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,91,35
