url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,2832,1029
/aws-samples/aws-customer-playbook-framework/tree/main/docs,837,246
/aws-samples/aws-customer-playbook-framework,548,344
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,414,145
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,279,96
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,266,71
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,257,76
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,243,80
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,210,70
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,204,71
