url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,585,170
/aws-samples/aws-customer-playbook-framework/tree/main/docs,484,146
/aws-samples/aws-customer-playbook-framework,409,241
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Bedrock_Response.md,265,53
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,256,58
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,246,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,242,46
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,227,49
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,225,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,217,40
