url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,693,198
/aws-samples/aws-customer-playbook-framework/tree/main/docs,449,158
/aws-samples/aws-customer-playbook-framework,443,290
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Bedrock_Response.md,396,89
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,326,59
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,321,55
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,315,45
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,314,45
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,307,46
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,306,42
