url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,541,387
/aws-samples/aws-customer-playbook-framework/tree/main/docs,476,139
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,393,142
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,318,75
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,191,72
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,184,64
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,157,55
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,145,54
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,115,40
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,103,36
