url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework/tree/main/docs,496,362
/aws-samples/aws-customer-playbook-framework,402,284
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,173,121
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,84,62
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,68,57
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,58,37
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,52,45
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,33,24
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,31,25
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_RDS.md,29,19
