url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,370,270
/aws-samples/aws-customer-playbook-framework/tree/main/docs,301,153
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,216,107
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,82,41
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,77,43
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,55,30
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,53,35
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,51,29
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,47,28
/aws-samples/aws-customer-playbook-framework/tree/main/docs/es,37,17
