url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,382,302
/aws-samples/aws-customer-playbook-framework/tree/main/docs,292,151
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,224,111
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_S3.md,88,46
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,72,36
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,62,35
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,56,33
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Playbook_Creation_Process.md,49,31
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,43,28
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,42,29
