url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,345,231
/aws-samples/aws-customer-playbook-framework/tree/main/docs,186,91
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,118,94
/aws-samples/aws-customer-playbook-framework/pulls,58,17
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,57,44
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,54,31
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Bedrock_Response.md,53,25
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_SES_Events.md,50,42
/aws-samples/aws-customer-playbook-framework/issues,50,16
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,46,32
