url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,528,289
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,412,240
/aws-samples/aws-customer-playbook-framework/tree/main/docs,202,141
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Denial_of_Service.md,171,64
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,166,73
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,160,63
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,138,53
/aws-samples/aws-customer-playbook-framework/blob/main/docs/S3_Public_Access.md,135,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,132,48
/aws-samples/aws-customer-playbook-framework/pulls,122,8
