url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,219,108
/aws-samples/aws-customer-playbook-framework/pulls,118,13
/aws-samples/aws-customer-playbook-framework/issues,72,13
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,65,48
/aws-samples/aws-customer-playbook-framework/tree/main/docs,64,42
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,39,28
/aws-samples/aws-customer-playbook-framework/blob/main/docs/EC2_Forensics.md,30,23
/aws-samples/aws-customer-playbook-framework/tree/main/docs/ja,28,16
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,25,19
/aws-samples/aws-customer-playbook-framework/tree/main,20,16
