url_path,views_total,views_unique
/aws-samples/aws-customer-playbook-framework,436,289
/aws-samples/aws-customer-playbook-framework/pulls,240,15
/aws-samples/aws-customer-playbook-framework/tree/main/docs,184,123
/aws-samples/aws-customer-playbook-framework/forks,157,13
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Compromised_IAM_Credentials.md,131,96
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Responding_to_Ransom_in_AWS.md,67,50
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Analyzing_VPC_Flow_Logs.md,63,49
/aws-samples/aws-customer-playbook-framework/issues,62,13
/aws-samples/aws-customer-playbook-framework/blob/main/docs/Ransom_Response_EC2_Linux.md,59,43
/aws-samples/aws-customer-playbook-framework/graphs/commit-activity,52,12
